ProductID,ProductName,Category,Brand,CostPrice,UnitPrice,LaunchDate
479,Product_479,Fashion,H&M,14935,18164,25-12-2020
480,Product_480,Home,Philips,16189,17870,16-12-2022
481,Product_481,Electronics,Sony,3065,4453,04-05-2023
482,Product_482,Fashion,Levis,13831,17169,02-05-2021
483,Product_483,Beauty,Maybelline,7209,12141,07-12-2021
484,Product_484,Electronics,Lenovo,8963,10113,17-04-2020
485,Product_485,Fashion,Levis,13366,17467,09-09-2021
486,Product_486,Beauty,Dove,7956,11267,31-10-2023
487,Product_487,Beauty,Nivea,8905,10294,22-12-2022
488,Product_488,Beauty,Lakme,9763,13639,21-02-2022
489,Product_489,Home,Whirlpool,1644,2641,24-12-2022
490,Product_490,Home,LG,9232,12176,07-07-2021
491,Product_491,Home,Ikea,8667,13652,12-03-2022
492,Product_492,Beauty,Maybelline,19591,21387,30-11-2022
493,Product_493,Home,Philips,10565,15251,22-01-2020
494,Product_494,Electronics,OnePlus,2526,2823,22-04-2022
495,Product_495,Electronics,HP,3704,7557,20-12-2021
496,Product_496,Fashion,H&M,9583,11846,30-01-2021
497,Product_497,Electronics,Apple,3312,3977,01-05-2023
498,Product_498,Fashion,Zara,4290,5472,25-06-2020
499,Product_499,Fashion,Levis,18848,20561,15-08-2020
500,Product_500,Fashion,Puma,9952,13977,14-09-2023
501,Product_501,Electronics,Lenovo,15158,17622,24-05-2022
502,Product_502,Home,Prestige,5607,6413,21-07-2021
503,Product_503,Electronics,Dell,13033,15958,03-05-2020
504,Product_504,Home,Prestige,6130,9939,22-05-2020
505,Product_505,Beauty,Maybelline,13165,14826,14-08-2023
506,Product_506,Beauty,Lakme,5014,9642,02-06-2022
507,Product_507,Fashion,Zara,3781,7598,05-01-2024
508,Product_508,Home,Ikea,1442,2239,24-05-2020
509,Product_509,Home,LG,914,5191,31-10-2020
510,Product_510,Electronics,Apple,13095,15477,06-11-2020
511,Product_511,Home,LG,19129,19359,21-11-2022
512,Product_512,Beauty,Nivea,14588,18096,30-01-2024
513,Product_513,Electronics,HP,7700,7927,26-02-2022
514,Product_514,Beauty,Lakme,18887,23472,05-01-2022
515,Product_515,Home,Prestige,13427,14079,18-07-2023
516,Product_516,Electronics,Sony,17818,20803,13-06-2020
517,Product_517,Beauty,Loreal,6955,8601,09-02-2023
518,Product_518,Electronics,Dell,6558,9206,26-11-2023
519,Product_519,Beauty,Lakme,12072,16257,22-06-2020
520,Product_520,Beauty,Maybelline,4885,5377,30-01-2021
521,Product_521,Electronics,Lenovo,19729,21882,28-09-2022
522,Product_522,Beauty,Lakme,18012,20732,20-10-2022
523,Product_523,Beauty,Lakme,1513,4492,24-04-2020
524,Product_524,Home,Ikea,13587,14755,09-03-2021
525,Product_525,Beauty,Dove,5180,10126,22-04-2021
526,Product_526,Electronics,Apple,4939,9144,01-09-2023
527,Product_527,Electronics,Dell,1800,3988,07-12-2023
528,Product_528,Fashion,Nike,5944,6553,21-09-2021
529,Product_529,Electronics,Dell,5893,6616,05-08-2020
530,Product_530,Electronics,Dell,19796,21802,09-05-2020
531,Product_531,Fashion,Levis,11354,14847,26-10-2021
532,Product_532,Electronics,Lenovo,19173,23844,08-10-2020
533,Product_533,Home,Philips,1793,3413,18-11-2021
534,Product_534,Electronics,Apple,9274,10631,30-04-2022
535,Product_535,Fashion,H&M,12421,17154,03-12-2020
536,Product_536,Beauty,Maybelline,19370,19903,30-09-2020
537,Product_537,Electronics,OnePlus,12625,14117,02-02-2020
538,Product_538,Beauty,Lakme,508,767,02-01-2021
539,Product_539,Electronics,Lenovo,19755,22279,02-05-2022
540,Product_540,Beauty,Maybelline,7055,8427,03-08-2023
541,Product_541,Home,Whirlpool,15059,18634,04-05-2021
542,Product_542,Fashion,Zara,1532,3206,08-01-2024
543,Product_543,Beauty,Dove,3184,5851,13-12-2021
544,Product_544,Beauty,Lakme,18575,20705,28-01-2021
545,Product_545,Electronics,HP,3435,6599,10-01-2023
546,Product_546,Fashion,Levis,7119,9583,18-04-2020
547,Product_547,Fashion,Nike,5189,9275,15-10-2022
548,Product_548,Fashion,Adidas,1712,2354,13-08-2023
549,Product_549,Home,Prestige,7167,10927,29-05-2021
550,Product_550,Home,Whirlpool,15148,15702,01-08-2020
551,Product_551,Electronics,HP,6063,7557,29-02-2020
552,Product_552,Beauty,Dove,4103,4883,26-04-2021
553,Product_553,Beauty,Dove,19297,22167,08-05-2022
554,Product_554,Fashion,H&M,10972,13056,13-08-2020
555,Product_555,Home,Philips,3513,5655,24-04-2022
556,Product_556,Fashion,Levis,7530,8332,22-08-2022
557,Product_557,Beauty,Lakme,14582,15969,18-03-2021
558,Product_558,Beauty,Maybelline,12992,16251,06-10-2020
559,Product_559,Beauty,Maybelline,12050,14459,18-02-2021
560,Product_560,Home,Philips,1351,6209,02-05-2020
561,Product_561,Home,Philips,3940,7953,28-07-2022
562,Product_562,Beauty,Maybelline,11558,13559,27-08-2021
563,Product_563,Fashion,H&M,5868,10803,06-02-2023
564,Product_564,Fashion,Nike,13790,18264,28-09-2022
565,Product_565,Fashion,Zara,15815,19805,25-07-2021
566,Product_566,Electronics,Lenovo,14328,16548,22-05-2021
567,Product_567,Home,LG,19287,21308,26-04-2023
568,Product_568,Fashion,Zara,466,4088,31-03-2020
569,Product_569,Electronics,Dell,16822,17297,21-05-2022
570,Product_570,Beauty,Nivea,3511,7417,11-10-2022
571,Product_571,Fashion,Nike,18600,18901,20-11-2023
572,Product_572,Beauty,Maybelline,4648,7784,28-08-2021
573,Product_573,Fashion,H&M,3273,3603,09-09-2022
574,Product_574,Home,Philips,15349,20221,10-04-2023
575,Product_575,Electronics,Dell,15496,16831,11-12-2023
576,Product_576,Beauty,Maybelline,12437,16440,12-12-2023
577,Product_577,Electronics,OnePlus,2616,5968,15-11-2023
578,Product_578,Home,Whirlpool,1371,4000,22-05-2022
579,Product_579,Home,Whirlpool,18074,22986,28-02-2021
580,Product_580,Electronics,HP,11300,11949,20-11-2022
581,Product_581,Home,Ikea,3936,7273,18-01-2022
582,Product_582,Beauty,Dove,1639,4833,20-01-2022
583,Product_583,Fashion,H&M,18610,19358,22-02-2023
584,Product_584,Fashion,Adidas,11274,13428,10-01-2023
585,Product_585,Electronics,Lenovo,15979,20931,10-12-2023
586,Product_586,Fashion,H&M,7687,10512,23-12-2021
587,Product_587,Home,Whirlpool,14158,16628,21-04-2020
588,Product_588,Electronics,Sony,11612,15518,22-09-2022
589,Product_589,Electronics,Dell,17729,22294,21-08-2021
590,Product_590,Beauty,Dove,12363,13100,20-01-2021
591,Product_591,Beauty,Lakme,2927,6327,01-01-2021
592,Product_592,Home,Ikea,3883,5432,19-07-2021
593,Product_593,Electronics,Lenovo,5148,9413,04-11-2020
594,Product_594,Fashion,Zara,1043,3644,03-05-2022
595,Product_595,Fashion,Levis,11660,15301,28-06-2022
596,Product_596,Electronics,Sony,6495,7210,15-02-2020
597,Product_597,Fashion,Zara,11306,14878,31-03-2023
598,Product_598,Home,Prestige,16230,20773,28-01-2023
599,Product_599,Beauty,Nivea,10264,15110,27-09-2020
600,Product_600,Home,Philips,8819,10876,18-09-2022
601,Product_601,Home,Prestige,1850,3265,24-12-2021
602,Product_602,Home,LG,5751,7268,28-12-2023
603,Product_603,Home,Philips,6046,7503,26-11-2020
604,Product_604,Fashion,Nike,1648,4441,22-03-2023
605,Product_605,Fashion,Levis,8833,12061,12-01-2021
606,Product_606,Fashion,Zara,1436,4232,05-12-2021
607,Product_607,Fashion,Puma,14994,19616,28-11-2020
608,Product_608,Home,Ikea,1116,4630,19-10-2022
609,Product_609,Fashion,Levis,10792,12270,09-01-2020
610,Product_610,Home,Prestige,15829,18403,20-03-2023
611,Product_611,Fashion,Zara,14786,17760,12-11-2023
612,Product_612,Electronics,Lenovo,15995,16523,12-10-2020
613,Product_613,Electronics,Sony,1112,4602,18-06-2023
614,Product_614,Fashion,Levis,12011,12968,30-10-2021
615,Product_615,Electronics,HP,6694,11673,14-12-2022
616,Product_616,Fashion,Puma,6713,7097,20-06-2020
617,Product_617,Beauty,Lakme,17070,20501,02-02-2021
618,Product_618,Beauty,Loreal,17062,17721,27-09-2023
619,Product_619,Home,LG,5147,8850,27-01-2022
620,Product_620,Beauty,Loreal,699,3230,07-12-2021
621,Product_621,Home,Prestige,14900,19695,28-06-2020
622,Product_622,Fashion,H&M,14856,18460,25-06-2022
623,Product_623,Home,Philips,14188,17781,12-10-2020
624,Product_624,Electronics,Samsung,7108,9792,30-08-2022
625,Product_625,Home,Ikea,19655,22933,30-06-2020
626,Product_626,Electronics,Dell,9256,12851,24-12-2020
627,Product_627,Beauty,Dove,4786,6618,15-01-2021
628,Product_628,Beauty,Loreal,18449,22667,27-03-2020
629,Product_629,Home,Whirlpool,10258,14505,19-02-2023
630,Product_630,Beauty,Maybelline,1179,1399,11-11-2020
631,Product_631,Home,Prestige,15784,17001,01-09-2023
632,Product_632,Home,LG,6177,10406,09-11-2023
633,Product_633,Fashion,Nike,4211,6681,06-10-2022
634,Product_634,Electronics,HP,12154,17114,11-09-2022
635,Product_635,Beauty,Loreal,15898,17077,03-02-2022
636,Product_636,Electronics,OnePlus,8804,10338,06-04-2023
637,Product_637,Electronics,Samsung,10775,14751,20-11-2023
638,Product_638,Fashion,Puma,5651,6284,12-07-2021
639,Product_639,Home,LG,11964,12563,16-08-2021
640,Product_640,Home,Whirlpool,2817,7226,31-01-2021
641,Product_641,Fashion,Nike,19920,21489,18-01-2023
642,Product_642,Home,Prestige,10165,12588,04-11-2023
643,Product_643,Home,Ikea,17811,22762,21-12-2021
644,Product_644,Fashion,Nike,4787,9231,30-07-2021
645,Product_645,Home,LG,13800,16787,29-11-2020
646,Product_646,Electronics,Samsung,5364,9687,28-03-2021
647,Product_647,Fashion,Zara,17524,22082,30-12-2023
648,Product_648,Electronics,Dell,15389,16214,26-08-2020
649,Product_649,Fashion,Nike,16012,19064,30-09-2021
650,Product_650,Home,Philips,14781,19266,01-12-2021
651,Product_651,Fashion,H&M,10283,10718,30-08-2020
652,Product_652,Fashion,Adidas,4964,7020,21-09-2021
653,Product_653,Fashion,Adidas,4566,5409,20-05-2022
654,Product_654,Electronics,Apple,916,5083,02-06-2022
655,Product_655,Electronics,Samsung,3832,4300,13-09-2023
656,Product_656,Electronics,Dell,4196,6468,29-03-2020
657,Product_657,Electronics,Sony,636,1626,10-09-2020
658,Product_658,Fashion,Zara,6854,8567,05-10-2023
659,Product_659,Home,Ikea,3274,4666,22-07-2021
660,Product_660,Home,Prestige,5561,9862,01-02-2024
661,Product_661,Fashion,Zara,18985,19744,21-07-2020
662,Product_662,Electronics,HP,7410,9179,31-07-2021
663,Product_663,Fashion,Zara,441,1449,14-03-2021
664,Product_664,Beauty,Loreal,19612,21328,19-06-2022
665,Product_665,Electronics,Samsung,11926,15235,18-05-2022
666,Product_666,Fashion,Zara,7756,11294,19-08-2020
667,Product_667,Home,Ikea,15566,16669,30-11-2022
668,Product_668,Fashion,Levis,12137,14698,15-02-2023
669,Product_669,Electronics,Apple,11051,15295,24-08-2020
670,Product_670,Beauty,Loreal,15273,18028,08-11-2023
671,Product_671,Beauty,Maybelline,18450,21986,18-08-2021
672,Product_672,Beauty,Maybelline,2580,6676,22-10-2023
673,Product_673,Home,Philips,718,4945,08-10-2023
674,Product_674,Electronics,Dell,14654,19135,10-09-2023
675,Product_675,Electronics,Apple,4997,8431,31-03-2022
676,Product_676,Electronics,Lenovo,5828,6558,14-01-2022
677,Product_677,Fashion,Puma,6862,10373,08-09-2020
678,Product_678,Fashion,Levis,16654,19135,01-01-2024
679,Product_679,Home,LG,11968,16065,27-09-2023
680,Product_680,Beauty,Nivea,17058,19542,28-10-2020
681,Product_681,Beauty,Lakme,4303,6556,29-09-2022
682,Product_682,Beauty,Maybelline,4710,5153,22-07-2020
683,Product_683,Electronics,OnePlus,2535,6815,20-10-2023
684,Product_684,Electronics,Samsung,12838,15716,08-11-2020
685,Product_685,Home,Whirlpool,3456,4282,15-09-2023
686,Product_686,Beauty,Nivea,6916,9520,17-09-2023
687,Product_687,Beauty,Nivea,16841,19184,15-01-2023
688,Product_688,Home,Whirlpool,18211,18555,05-03-2020
689,Product_689,Beauty,Lakme,12870,16757,06-10-2021
690,Product_690,Beauty,Nivea,15362,15856,08-03-2020
691,Product_691,Fashion,Zara,10230,11774,03-10-2022
692,Product_692,Beauty,Maybelline,10538,13925,25-09-2022
693,Product_693,Electronics,HP,16374,21110,04-11-2023
694,Product_694,Beauty,Nivea,18723,20203,03-11-2022
695,Product_695,Electronics,Dell,8930,13182,25-04-2023
696,Product_696,Beauty,Dove,11859,14389,18-10-2021
697,Product_697,Electronics,Apple,19648,20217,19-09-2020
698,Product_698,Home,Prestige,19435,19855,04-07-2023
699,Product_699,Home,LG,3489,7196,07-12-2021
700,Product_700,Home,LG,11810,12472,16-09-2023
701,Product_701,Fashion,Adidas,7988,10744,28-04-2023
702,Product_702,Electronics,Lenovo,2446,5143,22-08-2020
703,Product_703,Home,Philips,945,5555,29-10-2021
704,Product_704,Electronics,Dell,14143,18996,20-11-2022
705,Product_705,Beauty,Loreal,968,5015,19-04-2023
706,Product_706,Electronics,Sony,12677,17549,10-03-2022
707,Product_707,Home,Whirlpool,3502,7702,23-07-2020
708,Product_708,Fashion,Puma,16576,20894,28-09-2023
709,Product_709,Home,Philips,10114,13290,11-06-2022
710,Product_710,Fashion,Levis,2768,7357,14-03-2021
711,Product_711,Home,Prestige,1857,4492,20-03-2023
712,Product_712,Beauty,Maybelline,3313,8249,13-07-2020
713,Product_713,Home,Prestige,2504,7344,23-12-2022
714,Product_714,Beauty,Nivea,7172,10217,06-06-2020
715,Product_715,Home,Whirlpool,10127,13873,20-09-2023
716,Product_716,Home,Philips,13876,17371,29-05-2021
717,Product_717,Beauty,Dove,6217,6569,09-07-2023
718,Product_718,Fashion,Zara,16657,18601,15-09-2023
719,Product_719,Beauty,Loreal,17756,21509,05-03-2023
720,Product_720,Electronics,HP,6874,10058,05-08-2022
721,Product_721,Fashion,Adidas,5230,7889,10-06-2022
722,Product_722,Beauty,Loreal,2411,4278,24-04-2022
723,Product_723,Home,Prestige,5562,7862,07-11-2023
724,Product_724,Fashion,Levis,8114,9244,03-11-2020
725,Product_725,Fashion,Nike,8347,11090,08-08-2022
726,Product_726,Beauty,Dove,14591,18248,17-08-2023
727,Product_727,Electronics,Samsung,5521,7955,06-10-2020
728,Product_728,Electronics,Sony,9402,14113,26-12-2020
729,Product_729,Electronics,Lenovo,16220,16583,23-04-2020
730,Product_730,Electronics,Sony,10064,10784,13-04-2022
731,Product_731,Home,Ikea,13305,14656,28-04-2021
732,Product_732,Electronics,HP,16692,17880,04-12-2022
733,Product_733,Home,LG,3257,5407,13-05-2023
734,Product_734,Electronics,OnePlus,10569,13466,11-04-2023
735,Product_735,Beauty,Maybelline,14156,16141,22-10-2020
736,Product_736,Electronics,Samsung,7315,9764,19-06-2022
737,Product_737,Beauty,Loreal,19616,20274,01-10-2022
738,Product_738,Home,Ikea,10670,15340,17-05-2022
739,Product_739,Beauty,Maybelline,9400,10787,13-01-2022
740,Product_740,Beauty,Loreal,10398,10770,14-08-2023
741,Product_741,Electronics,OnePlus,2091,4254,02-06-2021
742,Product_742,Beauty,Loreal,12190,13389,31-12-2022
743,Product_743,Fashion,Levis,13029,13293,15-03-2022
744,Product_744,Home,Prestige,3257,5385,01-09-2021
745,Product_745,Fashion,Adidas,14680,17478,12-08-2023
746,Product_746,Beauty,Lakme,9279,10135,03-10-2022
747,Product_747,Beauty,Nivea,11202,14862,24-07-2020
748,Product_748,Fashion,H&M,8851,13198,15-05-2020
749,Product_749,Home,LG,18247,21123,17-07-2022
750,Product_750,Electronics,OnePlus,2007,3712,14-07-2023
751,Product_751,Beauty,Maybelline,400,3882,13-02-2021
752,Product_752,Home,Prestige,19168,20041,14-08-2020
753,Product_753,Fashion,Adidas,17220,18485,01-05-2023
754,Product_754,Beauty,Loreal,15094,19212,30-09-2020
755,Product_755,Home,Philips,19732,22615,31-07-2021
756,Product_756,Fashion,Nike,13882,17093,07-01-2021
757,Product_757,Beauty,Nivea,18990,21028,12-02-2020
758,Product_758,Electronics,HP,7794,8722,05-08-2022
759,Product_759,Fashion,Puma,5829,6436,01-04-2022
760,Product_760,Beauty,Dove,8824,10246,01-07-2020
761,Product_761,Home,Philips,18887,20048,29-01-2020
762,Product_762,Beauty,Nivea,16492,17662,04-04-2021
763,Product_763,Fashion,Adidas,9022,11580,09-10-2022
764,Product_764,Beauty,Maybelline,14433,16325,13-05-2023
765,Product_765,Fashion,Puma,6505,10131,04-01-2021
766,Product_766,Beauty,Maybelline,1242,3819,20-06-2021
767,Product_767,Fashion,Zara,15077,17311,27-01-2022
768,Product_768,Beauty,Lakme,638,4679,29-09-2020
769,Product_769,Home,LG,7253,10594,21-12-2023
770,Product_770,Beauty,Dove,8696,9494,14-07-2020
771,Product_771,Electronics,Apple,11207,13330,22-08-2022
772,Product_772,Home,Whirlpool,19902,20474,11-01-2020
773,Product_773,Home,Whirlpool,12782,15460,19-03-2022
774,Product_774,Home,Philips,18635,19171,03-04-2023
775,Product_775,Fashion,Puma,5866,10192,06-10-2022
776,Product_776,Home,LG,4622,5556,11-10-2021
777,Product_777,Beauty,Maybelline,8832,9989,03-10-2021
778,Product_778,Electronics,Samsung,16658,19159,08-01-2022
779,Product_779,Beauty,Loreal,8925,11285,24-11-2022
780,Product_780,Home,LG,5706,8490,03-10-2022
781,Product_781,Fashion,Zara,14717,15352,21-01-2021
782,Product_782,Fashion,Nike,7832,9532,14-03-2020
783,Product_783,Beauty,Loreal,5659,9685,12-06-2022
784,Product_784,Electronics,Dell,1636,5452,31-12-2021
785,Product_785,Beauty,Nivea,16454,17575,14-01-2024
786,Product_786,Fashion,Nike,11755,12721,21-02-2021
787,Product_787,Home,Philips,5814,10181,12-07-2021
788,Product_788,Fashion,Zara,435,4944,14-03-2023
789,Product_789,Fashion,Levis,2817,5033,17-10-2022
790,Product_790,Electronics,Sony,1150,3678,27-10-2023
791,Product_791,Electronics,Dell,12540,13608,24-10-2021
792,Product_792,Fashion,Nike,2956,6926,20-12-2023
793,Product_793,Beauty,Nivea,9125,9372,05-11-2021
794,Product_794,Electronics,Lenovo,15147,18008,07-02-2024
795,Product_795,Fashion,Adidas,1895,4412,23-10-2021
796,Product_796,Electronics,Lenovo,2617,7299,18-05-2023
797,Product_797,Beauty,Lakme,13369,15659,30-12-2020
798,Product_798,Fashion,Levis,3222,3590,02-03-2021
799,Product_799,Fashion,Levis,13485,16019,18-08-2023
800,Product_800,Fashion,Nike,10082,14303,04-06-2022
801,Product_801,Home,Whirlpool,4602,7743,24-09-2023
802,Product_802,Electronics,OnePlus,12340,16739,13-02-2021
803,Product_803,Beauty,Nivea,13016,17118,03-07-2021
804,Product_804,Beauty,Lakme,14145,17361,11-06-2023
805,Product_805,Fashion,Levis,14259,15220,23-03-2020
806,Product_806,Home,LG,7647,9117,11-10-2022
807,Product_807,Electronics,Sony,15642,19424,11-06-2020
808,Product_808,Beauty,Loreal,5169,6415,02-11-2023
809,Product_809,Home,Philips,17440,21143,28-08-2021
810,Product_810,Electronics,HP,2807,3376,17-11-2022
811,Product_811,Electronics,HP,14223,17806,12-07-2020
812,Product_812,Beauty,Dove,8602,11713,05-06-2021
813,Product_813,Electronics,OnePlus,16796,17129,21-08-2020
814,Product_814,Beauty,Maybelline,6270,9689,02-04-2020
815,Product_815,Electronics,Dell,10053,12824,17-04-2023
816,Product_816,Beauty,Nivea,8985,11981,18-01-2021
817,Product_817,Fashion,Adidas,2863,5187,11-10-2023
818,Product_818,Electronics,Dell,17810,18156,12-01-2020
819,Product_819,Beauty,Lakme,735,2341,05-09-2023
820,Product_820,Beauty,Nivea,13574,17761,12-09-2021
821,Product_821,Home,LG,10217,11134,13-09-2020
822,Product_822,Fashion,Nike,6552,7668,02-02-2020
823,Product_823,Fashion,Nike,7156,11297,21-08-2023
824,Product_824,Fashion,H&M,8222,11991,06-07-2023
825,Product_825,Fashion,Nike,10160,14156,30-10-2020
826,Product_826,Beauty,Nivea,1014,2168,06-12-2020
827,Product_827,Fashion,H&M,14890,19063,23-08-2022
828,Product_828,Electronics,OnePlus,15029,20023,11-05-2021
829,Product_829,Fashion,Puma,18959,22368,14-04-2020
830,Product_830,Home,Ikea,3664,7401,01-05-2022
831,Product_831,Beauty,Dove,19824,24564,18-08-2021
832,Product_832,Electronics,Dell,13396,17578,17-11-2022
833,Product_833,Beauty,Maybelline,2289,6816,08-02-2020
834,Product_834,Beauty,Dove,10649,15381,10-05-2020
835,Product_835,Home,LG,15810,16967,10-10-2022
836,Product_836,Home,LG,14594,14964,26-11-2020
837,Product_837,Home,Philips,15676,18692,16-06-2022
838,Product_838,Fashion,Zara,7499,10477,18-05-2023
839,Product_839,Beauty,Maybelline,9913,13310,03-05-2022
840,Product_840,Home,LG,5609,7506,01-08-2021
841,Product_841,Electronics,Lenovo,16123,17380,20-12-2020
842,Product_842,Fashion,Adidas,16427,17453,01-05-2022
843,Product_843,Beauty,Loreal,7991,9906,14-02-2023
844,Product_844,Electronics,Apple,12056,14392,01-01-2022
845,Product_845,Fashion,Adidas,16797,17258,10-05-2020
846,Product_846,Home,LG,4034,6091,04-09-2020
847,Product_847,Fashion,Levis,8748,11735,28-12-2021
848,Product_848,Electronics,OnePlus,18552,20943,05-11-2020
849,Product_849,Electronics,Lenovo,1952,5738,25-07-2022
850,Product_850,Electronics,Apple,3638,8445,26-03-2020
851,Product_851,Electronics,Samsung,4168,6050,10-01-2022
852,Product_852,Fashion,H&M,9872,13688,02-11-2022
853,Product_853,Beauty,Lakme,5355,8534,16-11-2021
854,Product_854,Fashion,Nike,6915,10712,01-05-2022
855,Product_855,Electronics,Samsung,15821,18817,10-08-2021
856,Product_856,Fashion,Nike,9016,12266,04-01-2024
857,Product_857,Beauty,Loreal,8342,9783,20-12-2022
858,Product_858,Beauty,Maybelline,4821,8533,26-04-2022
859,Product_859,Beauty,Nivea,17213,20376,01-03-2020
860,Product_860,Beauty,Maybelline,625,5063,22-05-2020
861,Product_861,Electronics,Sony,10615,14105,02-12-2020
862,Product_862,Beauty,Lakme,13186,13689,14-09-2023
863,Product_863,Fashion,Zara,2194,6652,28-08-2021
864,Product_864,Beauty,Nivea,18440,21133,17-01-2024
865,Product_865,Home,Prestige,558,3049,16-12-2022
866,Product_866,Fashion,H&M,13536,17391,11-08-2023
867,Product_867,Fashion,Zara,14788,17816,21-08-2023
868,Product_868,Beauty,Maybelline,10180,11070,16-03-2020
869,Product_869,Home,LG,4428,8891,12-01-2023
870,Product_870,Home,Philips,3341,7732,04-02-2023
871,Product_871,Home,Whirlpool,11464,12974,17-02-2020
872,Product_872,Electronics,OnePlus,17992,20311,09-05-2021
873,Product_873,Home,LG,16856,17960,08-02-2024
874,Product_874,Electronics,OnePlus,12521,14848,08-07-2023
875,Product_875,Home,Ikea,1864,3085,08-07-2022
876,Product_876,Home,Whirlpool,470,4382,25-11-2021
877,Product_877,Fashion,H&M,19357,24190,03-01-2024
878,Product_878,Fashion,Puma,10104,12634,27-09-2023
879,Product_879,Fashion,H&M,12675,17132,22-05-2021
880,Product_880,Electronics,Sony,17223,22193,29-01-2021
881,Product_881,Home,LG,3510,4910,28-12-2023
882,Product_882,Beauty,Nivea,2985,3940,07-05-2020
883,Product_883,Beauty,Maybelline,15905,17864,02-07-2022
884,Product_884,Electronics,Sony,17544,21043,19-04-2023
885,Product_885,Beauty,Loreal,19446,23732,27-07-2023
886,Product_886,Beauty,Nivea,16341,19956,29-11-2020
887,Product_887,Fashion,Zara,4465,8636,27-12-2023
888,Product_888,Beauty,Maybelline,17116,21650,29-08-2020
889,Product_889,Fashion,Levis,15810,16277,17-11-2020
890,Product_890,Home,Ikea,13689,14792,04-09-2020
891,Product_891,Home,Whirlpool,9789,10318,06-12-2022
892,Product_892,Fashion,Nike,12472,15169,05-02-2022
893,Product_893,Home,Prestige,16222,16651,19-10-2020
894,Product_894,Fashion,Zara,14120,14718,16-09-2021
895,Product_895,Home,Philips,6299,10503,05-01-2020
896,Product_896,Electronics,HP,11724,12477,01-04-2020
897,Product_897,Beauty,Nivea,19078,21815,04-03-2023
898,Product_898,Beauty,Loreal,12663,16756,14-01-2024
899,Product_899,Fashion,Adidas,16840,20815,10-07-2022
900,Product_900,Beauty,Maybelline,10956,11887,03-07-2023
901,Product_901,Beauty,Nivea,7929,11368,25-11-2021
902,Product_902,Electronics,Lenovo,14819,17291,15-08-2023
903,Product_903,Electronics,OnePlus,5726,6129,17-03-2023
904,Product_904,Home,Whirlpool,4356,9138,23-06-2020
905,Product_905,Fashion,Zara,18054,22979,18-04-2020
906,Product_906,Fashion,Levis,16770,17122,03-09-2020
907,Product_907,Fashion,Nike,9309,11194,17-05-2021
908,Product_908,Beauty,Lakme,17783,20607,02-04-2022
909,Product_909,Electronics,Dell,1062,4046,14-06-2022
910,Product_910,Fashion,Levis,1088,5612,11-10-2021
911,Product_911,Beauty,Loreal,3282,4421,22-07-2020
912,Product_912,Fashion,Puma,5019,6715,07-06-2021
913,Product_913,Electronics,Samsung,10353,13889,21-10-2023
914,Product_914,Fashion,Nike,10959,12645,25-02-2020
915,Product_915,Electronics,Sony,13077,14085,17-10-2021
916,Product_916,Fashion,Levis,10923,13235,08-02-2022
917,Product_917,Electronics,Apple,6937,9099,07-05-2023
918,Product_918,Fashion,Levis,16966,21298,27-02-2022
919,Product_919,Electronics,Sony,2286,5093,09-08-2022
920,Product_920,Beauty,Lakme,16165,16601,14-04-2022
921,Product_921,Fashion,Nike,9119,13857,15-04-2023
922,Product_922,Electronics,Samsung,18476,19704,15-09-2021
923,Product_923,Beauty,Nivea,3049,7348,20-02-2021
924,Product_924,Fashion,Puma,18009,19586,17-05-2021
925,Product_925,Beauty,Dove,15102,15644,03-01-2020
926,Product_926,Beauty,Dove,9778,11349,02-01-2020
927,Product_927,Electronics,Dell,9255,11510,24-10-2023
928,Product_928,Beauty,Loreal,7271,12264,11-11-2022
929,Product_929,Home,Ikea,5589,10164,27-02-2023
930,Product_930,Electronics,Sony,3239,6677,01-12-2023
931,Product_931,Electronics,OnePlus,4876,9634,26-07-2021
932,Product_932,Beauty,Maybelline,16841,19648,28-10-2023
933,Product_933,Home,Prestige,15134,17570,18-05-2021
934,Product_934,Home,Prestige,7201,11167,12-05-2023
935,Product_935,Home,Ikea,4681,4897,31-05-2023
936,Product_936,Beauty,Lakme,613,2234,26-04-2022
937,Product_937,Beauty,Nivea,17933,18797,22-08-2023
938,Product_938,Electronics,HP,1314,5160,08-10-2023
939,Product_939,Electronics,Sony,12633,15765,03-03-2022
940,Product_940,Fashion,H&M,576,1798,05-08-2022
941,Product_941,Home,Philips,14867,15143,29-03-2021
942,Product_942,Electronics,OnePlus,9512,12643,27-01-2021
943,Product_943,Electronics,OnePlus,10234,12245,24-04-2021
944,Product_944,Beauty,Loreal,1505,4004,06-10-2022
945,Product_945,Fashion,Nike,6725,10169,15-08-2020
946,Product_946,Home,Whirlpool,16694,20940,15-12-2020
947,Product_947,Fashion,H&M,18837,23666,25-12-2020
948,Product_948,Electronics,HP,4502,5234,17-09-2020
949,Product_949,Home,Whirlpool,7769,12254,01-02-2024
950,Product_950,Home,Philips,1057,5622,12-06-2023
951,Product_951,Home,Whirlpool,15174,15390,24-05-2022
952,Product_952,Electronics,OnePlus,10884,14627,13-04-2022
953,Product_953,Home,Ikea,17283,21305,11-10-2022
954,Product_954,Home,Whirlpool,1724,3763,06-04-2020
955,Product_955,Home,LG,17746,21623,09-10-2021
956,Product_956,Electronics,Dell,6676,9617,16-06-2020
957,Product_957,Electronics,Lenovo,7693,11364,01-06-2020
