OrderID,OrderDate,CustomerID,ProductID,Quantity,DiscountPercent,ShippingCost,PaymentMethod,PaymentStatus,ReturnStatus,DeliveryDays
6692,23-09-2022,3828,622,1,20,139,Credit Card,Completed,No,2
6693,06-01-2023,1404,1072,2,20,192,UPI,Completed,No,9
6694,27-03-2022,4213,1346,5,20,188,Credit Card,Completed,No,11
6695,05-09-2022,410,1214,1,10,381,Debit Card,Completed,No,6
6696,07-03-2022,1917,69,3,0,373,Debit Card,Completed,No,5
6697,03-07-2024,3439,696,2,10,452,Net Banking,Completed,No,6
6698,06-10-2022,4068,1354,2,20,465,COD,Completed,No,5
6699,04-12-2023,2860,495,3,25,112,UPI,Completed,No,7
6700,19-12-2024,1984,884,5,0,380,Debit Card,Completed,No,7
6701,15-06-2024,2052,292,5,30,253,Net Banking,Completed,No,7
6702,25-05-2023,3702,1021,4,0,178,Debit Card,Completed,No,8
6703,10-02-2023,23,733,2,5,54,Debit Card,Completed,No,6
6704,15-03-2023,2969,416,3,20,416,Credit Card,Completed,No,9
6705,17-03-2022,745,1243,2,20,56,UPI,Completed,No,9
6706,25-08-2023,602,897,4,0,256,COD,Completed,No,10
6707,30-01-2023,3036,1300,4,25,484,COD,Completed,No,2
6708,02-06-2024,1843,418,1,30,63,Net Banking,Completed,No,2
6709,18-02-2024,2675,563,2,25,109,Net Banking,Completed,No,2
6710,22-11-2023,4177,1444,3,20,301,COD,Completed,No,10
6711,03-03-2023,2663,727,1,10,45,Credit Card,Completed,No,5
6712,28-01-2022,483,1185,3,15,282,UPI,Completed,No,6
6713,02-01-2023,4037,1,4,15,320,Debit Card,Failed,No,11
6714,21-07-2024,2640,1091,5,30,187,COD,Completed,No,4
6715,10-09-2023,3312,163,5,20,130,UPI,Completed,Yes,4
6716,02-12-2024,4129,315,3,0,314,Credit Card,Completed,No,1
6717,01-08-2022,4376,333,3,30,330,UPI,Completed,Yes,1
6718,03-11-2022,3826,525,5,0,332,COD,Completed,No,2
6719,01-08-2023,2200,1302,1,15,218,COD,Completed,No,1
6720,27-12-2022,1683,56,5,15,179,Credit Card,Failed,No,10
6721,25-07-2022,4797,389,4,20,246,Credit Card,Completed,No,7
6722,04-07-2022,3609,593,2,5,452,UPI,Completed,No,1
6723,06-08-2023,1019,939,3,0,415,Debit Card,Completed,No,11
6724,16-02-2022,4761,1275,1,25,130,Debit Card,Completed,No,2
6725,19-03-2024,2971,951,4,20,145,Net Banking,Completed,No,6
6726,10-12-2024,1312,731,2,10,340,Net Banking,Completed,No,1
6727,15-10-2022,1419,527,1,30,452,Debit Card,Pending,Yes,5
6728,22-11-2023,2501,1322,3,30,395,Net Banking,Completed,No,3
6729,18-01-2022,2668,1417,1,0,137,Credit Card,Completed,No,2
6730,31-10-2023,1387,124,4,20,348,COD,Pending,No,2
6731,03-10-2022,1145,1095,5,0,453,Net Banking,Completed,No,5
6732,04-11-2022,2064,394,3,30,468,UPI,Pending,Yes,8
6733,11-08-2023,4835,704,2,30,127,Credit Card,Completed,No,3
6734,09-02-2024,1547,1449,3,5,400,COD,Completed,No,8
6735,21-09-2022,2146,909,4,5,416,Debit Card,Pending,Yes,6
6736,05-02-2022,2164,912,2,30,81,Debit Card,Completed,No,1
6737,01-02-2023,3013,994,4,0,82,COD,Completed,No,7
6738,22-01-2024,4445,328,3,0,310,UPI,Completed,No,9
6739,18-12-2023,4328,1084,1,10,454,Net Banking,Completed,No,10
6740,19-02-2024,3183,567,4,10,73,UPI,Completed,Yes,4
6741,16-05-2022,3424,988,5,20,56,COD,Completed,Yes,2
6742,03-01-2022,4002,455,5,10,41,UPI,Pending,No,6
6743,16-03-2023,3560,674,3,20,391,COD,Pending,Yes,5
6744,09-12-2023,1557,737,2,20,243,COD,Completed,No,1
6745,20-09-2022,2687,1156,1,10,159,UPI,Completed,No,1
6746,13-10-2024,2333,102,2,0,468,Net Banking,Completed,No,6
6747,04-02-2022,1657,1255,4,15,354,UPI,Completed,No,4
6748,19-07-2022,545,571,3,20,77,UPI,Completed,No,3
6749,14-04-2023,392,809,1,10,95,COD,Completed,No,5
6750,18-07-2024,1989,1242,3,10,413,COD,Completed,No,11
6751,31-08-2022,4086,943,3,0,309,COD,Completed,No,3
6752,18-10-2022,297,1307,3,0,142,UPI,Completed,No,1
6753,19-07-2023,1087,368,2,5,327,Net Banking,Pending,Yes,10
6754,26-01-2023,4366,91,4,5,48,COD,Completed,No,5
6755,18-05-2024,3262,1393,4,30,424,COD,Failed,No,3
6756,06-01-2024,4606,139,2,30,447,Net Banking,Completed,No,2
6757,31-10-2023,1117,1367,5,10,61,Credit Card,Completed,No,9
6758,21-01-2024,1077,114,1,10,374,Credit Card,Completed,Yes,3
6759,04-03-2024,496,22,1,25,258,COD,Completed,No,1
6760,21-09-2023,2996,1047,2,15,427,UPI,Completed,No,10
6761,24-09-2022,94,1089,3,25,192,Net Banking,Completed,No,3
6762,11-03-2023,4721,460,3,30,76,UPI,Completed,No,11
6763,25-02-2022,4325,114,4,25,47,Net Banking,Completed,No,4
6764,16-06-2023,721,540,2,15,93,Debit Card,Completed,No,5
6765,03-06-2022,4363,921,5,0,414,Credit Card,Completed,No,10
6766,16-11-2022,4377,1263,5,10,445,Net Banking,Completed,No,5
6767,22-02-2022,4027,257,1,10,106,Debit Card,Completed,No,2
6768,16-10-2022,4056,1309,1,10,402,COD,Completed,No,1
6769,13-09-2024,1107,1428,3,15,465,UPI,Completed,No,8
6770,21-04-2022,3933,1070,3,20,224,Net Banking,Completed,No,5
6771,15-05-2024,3723,652,2,20,303,COD,Completed,No,11
6772,10-09-2022,1372,456,3,5,431,UPI,Completed,No,11
6773,12-01-2024,423,679,3,20,191,Debit Card,Completed,No,9
6774,28-11-2022,2006,392,4,25,146,Net Banking,Pending,No,5
6775,08-09-2024,4550,466,2,5,230,Net Banking,Completed,No,5
6776,18-04-2023,4603,1237,1,20,382,UPI,Completed,No,3
6777,10-10-2024,4412,412,2,5,373,UPI,Completed,No,9
6778,24-07-2023,764,1183,5,0,109,Credit Card,Completed,No,8
6779,04-05-2022,3369,911,3,0,316,UPI,Completed,No,11
6780,07-12-2022,898,551,1,15,345,COD,Pending,No,7
6781,06-05-2022,953,993,2,15,485,COD,Completed,No,2
6782,26-06-2024,2923,1495,1,10,232,Debit Card,Completed,Yes,11
6783,24-06-2022,4480,472,3,25,114,Net Banking,Completed,No,5
6784,02-06-2024,3198,1134,1,0,197,Net Banking,Completed,No,9
6785,22-05-2024,4199,776,1,15,49,Net Banking,Completed,Yes,8
6786,15-02-2022,900,810,1,5,249,COD,Completed,No,8
6787,24-04-2024,4024,443,5,0,370,UPI,Completed,No,1
6788,13-04-2023,4206,465,4,30,294,UPI,Completed,No,10
6789,24-09-2022,3642,1359,2,0,47,Net Banking,Completed,No,8
6790,17-09-2022,3544,846,1,30,300,Net Banking,Completed,No,4
6791,31-07-2023,3642,916,5,5,340,COD,Completed,No,9
6792,23-12-2024,4766,608,1,5,354,Net Banking,Completed,No,8
6793,08-08-2022,3091,742,1,0,396,COD,Completed,No,1
6794,03-12-2023,4480,544,4,25,232,Debit Card,Completed,No,5
6795,17-10-2023,762,900,5,25,440,Debit Card,Completed,No,5
6796,19-06-2023,2408,925,4,10,59,UPI,Completed,No,2
6797,21-11-2022,886,645,5,30,210,UPI,Completed,No,8
6798,16-01-2022,2644,1259,2,0,199,UPI,Completed,No,11
6799,31-03-2023,3244,844,2,30,346,Net Banking,Completed,No,4
6800,08-08-2023,1236,23,4,0,57,UPI,Completed,No,5
6801,08-03-2022,2934,737,2,30,188,COD,Completed,No,3
6802,27-05-2023,1469,144,1,10,348,Debit Card,Completed,Yes,9
6803,01-05-2022,10,306,2,0,120,Credit Card,Completed,No,10
6804,13-09-2022,792,492,2,5,499,UPI,Failed,Yes,4
6805,04-02-2022,1663,1419,2,20,363,COD,Completed,No,3
6806,14-01-2024,744,584,1,30,374,COD,Completed,No,3
6807,10-04-2024,2429,1249,5,5,374,UPI,Completed,No,3
6808,13-10-2024,3494,1072,2,10,349,UPI,Completed,No,2
6809,13-07-2024,4547,546,2,10,429,Credit Card,Completed,No,11
6810,25-01-2024,1117,405,3,10,256,COD,Completed,No,2
6811,16-05-2024,2442,766,3,0,410,Net Banking,Completed,No,11
6812,24-09-2023,1355,1126,5,25,236,Credit Card,Completed,No,8
6813,13-05-2022,2481,241,2,10,380,Credit Card,Completed,No,9
6814,30-01-2024,3002,1314,2,5,169,Credit Card,Completed,No,8
6815,25-06-2024,1187,1280,5,5,419,Credit Card,Completed,No,4
6816,14-12-2023,4088,361,5,10,169,Net Banking,Completed,No,1
6817,01-02-2024,2832,67,3,20,282,UPI,Completed,No,10
6818,07-08-2023,3662,280,1,30,248,Net Banking,Completed,No,8
6819,20-05-2024,1749,1430,5,10,78,Debit Card,Completed,No,5
6820,20-12-2022,2864,778,3,5,165,COD,Completed,No,10
6821,20-05-2023,1115,1029,4,25,167,COD,Completed,No,3
6822,30-05-2023,3265,543,1,0,276,Net Banking,Completed,No,6
6823,09-09-2024,3091,1176,3,15,258,Credit Card,Completed,No,7
6824,06-08-2022,1064,1291,5,15,116,UPI,Completed,No,8
6825,08-10-2022,3749,563,4,20,259,COD,Completed,No,1
6826,30-05-2023,4546,48,4,5,222,Net Banking,Completed,No,8
6827,03-08-2024,2733,334,5,10,322,Net Banking,Completed,No,2
6828,08-06-2024,1873,136,5,5,451,Debit Card,Completed,No,5
6829,06-01-2022,4721,519,4,0,429,UPI,Completed,No,5
6830,15-08-2022,1970,119,1,15,357,COD,Completed,No,9
6831,01-04-2022,885,1312,4,25,47,Net Banking,Completed,Yes,7
6832,02-05-2022,3964,342,5,25,223,Credit Card,Completed,No,4
6833,31-08-2022,3679,1302,1,25,318,Debit Card,Completed,No,9
6834,19-11-2024,319,1003,3,0,218,Net Banking,Completed,No,10
6835,09-09-2022,3817,627,2,5,438,Net Banking,Failed,No,8
6836,21-03-2022,3718,164,2,15,234,COD,Completed,No,5
6837,01-03-2023,3196,285,2,10,76,Net Banking,Completed,No,4
6838,24-02-2022,1375,964,3,5,168,Net Banking,Completed,Yes,11
6839,24-04-2024,488,1247,3,10,388,Credit Card,Completed,No,2
6840,16-04-2023,451,377,4,15,464,UPI,Completed,No,9
6841,25-07-2022,353,53,3,5,394,UPI,Completed,No,3
6842,09-07-2024,1941,328,3,15,312,Debit Card,Completed,No,9
6843,27-03-2024,2368,341,5,15,429,COD,Completed,No,1
6844,20-07-2023,3237,527,3,5,89,Net Banking,Completed,No,5
6845,04-07-2022,248,639,5,20,272,Debit Card,Completed,No,6
6846,28-09-2024,3504,1142,4,0,236,Credit Card,Completed,No,6
6847,28-11-2022,568,1206,2,10,42,UPI,Completed,No,3
6848,17-05-2024,684,506,1,15,493,Net Banking,Completed,No,2
6849,23-11-2024,644,1349,2,15,321,COD,Completed,No,8
6850,29-03-2022,479,868,4,5,374,COD,Completed,No,8
6851,27-01-2022,2761,704,1,10,261,COD,Completed,No,4
6852,24-11-2024,4464,1218,2,0,131,Debit Card,Completed,No,1
6853,19-07-2022,4453,178,4,20,251,UPI,Completed,No,5
6854,21-01-2024,1369,968,4,15,238,Credit Card,Completed,Yes,6
6855,06-07-2024,2227,559,5,5,70,UPI,Completed,No,4
6856,08-08-2022,3497,909,3,15,355,UPI,Completed,Yes,1
6857,31-10-2022,3613,654,5,15,346,COD,Completed,No,6
6858,04-03-2022,4008,9,5,20,187,UPI,Completed,No,10
6859,10-08-2022,1843,1436,2,30,205,UPI,Completed,No,11
6860,03-12-2023,3378,934,4,25,278,Debit Card,Completed,No,3
6861,05-05-2022,2415,524,3,10,479,UPI,Completed,No,10
6862,07-08-2024,1060,1037,4,20,268,Credit Card,Completed,No,8
6863,22-06-2022,1645,277,1,20,390,UPI,Completed,No,4
6864,05-02-2023,4924,439,2,0,392,COD,Pending,No,8
6865,07-11-2024,1812,1062,5,15,422,Net Banking,Completed,No,10
6866,28-03-2022,2194,820,3,20,346,Debit Card,Completed,No,1
6867,16-04-2024,2428,435,3,25,206,UPI,Completed,No,5
6868,16-07-2024,168,1268,3,25,440,UPI,Completed,No,4
6869,28-07-2022,4183,840,1,25,155,UPI,Completed,No,5
6870,20-05-2023,154,744,5,25,192,COD,Completed,No,4
6871,21-04-2022,2545,1197,3,15,160,COD,Completed,No,10
6872,04-08-2024,3869,251,4,30,143,Net Banking,Completed,No,6
6873,15-04-2023,315,632,3,25,50,UPI,Completed,No,8
6874,12-11-2023,723,1366,3,10,124,Credit Card,Completed,No,4
6875,13-06-2022,3632,845,3,5,224,Debit Card,Completed,No,5
6876,08-04-2022,3346,14,1,25,70,Net Banking,Completed,No,10
6877,13-08-2023,2812,274,5,15,87,Credit Card,Completed,No,1
6878,10-01-2024,2310,1007,4,10,364,Debit Card,Completed,No,9
6879,22-12-2024,2502,353,2,10,64,UPI,Completed,No,6
6880,19-07-2023,3334,1159,3,15,115,Credit Card,Completed,No,6
6881,04-10-2024,2024,970,5,25,190,Debit Card,Completed,No,5
6882,07-09-2023,350,442,1,25,219,COD,Completed,No,6
6883,13-02-2023,824,1403,4,25,289,UPI,Completed,No,6
6884,31-03-2024,438,567,5,0,65,Debit Card,Completed,No,3
6885,25-12-2022,169,802,3,30,166,COD,Completed,No,9
6886,22-08-2022,3820,127,5,20,369,Net Banking,Failed,Yes,9
6887,07-02-2023,3415,1325,1,20,407,Credit Card,Completed,No,11
6888,20-02-2022,3302,1019,2,20,457,COD,Completed,No,11
6889,05-02-2022,4119,821,1,25,405,COD,Completed,No,9
6890,10-06-2024,3036,1183,2,0,434,UPI,Completed,No,8
6891,08-01-2023,4377,1224,3,15,446,Debit Card,Completed,Yes,4
6892,16-12-2023,3591,1089,4,20,127,UPI,Completed,No,11
6893,24-12-2024,2770,695,1,15,376,Credit Card,Completed,No,4
6894,17-12-2024,2301,739,4,0,452,Credit Card,Completed,No,7
6895,29-12-2023,4500,623,1,5,372,Debit Card,Pending,No,5
6896,04-07-2024,2181,79,4,0,161,COD,Completed,No,1
6897,22-05-2024,3346,1116,2,25,285,Net Banking,Pending,No,11
6898,29-05-2024,2666,140,5,0,155,Net Banking,Failed,No,10
6899,04-06-2023,232,1025,5,10,359,UPI,Completed,No,4
6900,13-10-2024,2593,267,2,5,208,Debit Card,Completed,No,10
6901,02-03-2022,4175,1075,2,10,366,Credit Card,Completed,No,10
6902,23-02-2023,1059,229,3,10,486,Net Banking,Completed,No,1
6903,04-09-2022,2543,1393,1,15,259,Credit Card,Completed,No,5
6904,12-01-2022,1134,450,4,20,348,UPI,Completed,No,1
6905,15-11-2023,3647,557,2,20,173,Debit Card,Completed,No,2
6906,12-02-2023,2376,1123,4,10,476,Net Banking,Completed,No,6
6907,15-02-2023,3881,1096,1,0,326,Net Banking,Completed,No,9
6908,04-04-2024,2738,597,4,15,400,Net Banking,Completed,No,2
6909,17-11-2022,2432,1205,5,10,336,Debit Card,Completed,No,9
6910,19-06-2024,1388,941,3,15,198,Net Banking,Completed,No,11
6911,05-06-2023,3304,835,1,0,354,Credit Card,Completed,No,11
6912,14-06-2024,1438,729,1,0,353,UPI,Completed,No,1
6913,17-03-2024,3366,156,3,0,306,Credit Card,Completed,No,3
6914,13-06-2024,4643,860,1,15,239,Debit Card,Pending,Yes,4
6915,01-11-2022,1730,840,3,5,436,COD,Completed,No,5
6916,11-06-2022,2440,577,2,0,366,Debit Card,Completed,No,8
6917,25-12-2023,3174,917,2,5,92,Credit Card,Completed,No,3
6918,12-05-2022,3908,655,4,25,351,Credit Card,Completed,No,7
6919,10-12-2024,1317,392,5,10,202,Debit Card,Completed,No,7
6920,08-05-2023,685,1384,5,5,115,COD,Failed,No,2
6921,11-10-2022,2589,1366,1,15,321,COD,Completed,Yes,11
6922,30-08-2024,3544,1044,1,25,376,Debit Card,Completed,No,4
6923,08-02-2022,3088,333,4,30,441,UPI,Completed,Yes,6
6924,07-03-2022,1676,192,5,25,160,Net Banking,Completed,No,11
6925,28-04-2022,2114,1370,2,5,213,Net Banking,Completed,No,10
6926,29-06-2023,958,295,2,30,329,Debit Card,Completed,No,10
6927,05-04-2024,3544,135,3,15,150,Net Banking,Completed,No,9
6928,29-04-2024,3095,203,2,20,158,Debit Card,Completed,No,2
6929,21-05-2024,4798,88,5,0,313,COD,Completed,No,10
6930,25-07-2022,2808,345,3,5,460,Credit Card,Completed,No,10
6931,29-09-2023,821,563,1,30,407,Debit Card,Completed,No,8
6932,08-11-2023,888,250,4,0,137,Debit Card,Completed,No,9
6933,21-02-2022,3729,319,5,25,492,Net Banking,Failed,No,10
6934,19-05-2022,3994,289,2,10,320,COD,Completed,No,4
6935,27-08-2022,3085,301,3,5,130,Debit Card,Completed,No,4
6936,14-04-2022,876,1030,2,20,395,Net Banking,Pending,Yes,4
6937,04-07-2024,4262,549,1,25,378,Debit Card,Completed,No,10
6938,21-09-2024,3997,258,2,10,468,Debit Card,Completed,No,2
6939,15-08-2024,557,618,2,25,420,COD,Completed,No,3
6940,12-09-2022,2215,222,4,20,393,Credit Card,Completed,No,7
6941,01-06-2023,709,313,2,10,342,Credit Card,Completed,No,2
6942,18-03-2022,718,348,4,15,477,Net Banking,Completed,No,6
6943,10-02-2022,3666,864,3,25,252,COD,Completed,No,11
6944,22-06-2023,2145,629,1,15,224,COD,Completed,No,4
6945,29-04-2023,2020,691,4,25,348,COD,Completed,No,9
6946,20-05-2022,3780,91,2,15,189,COD,Completed,No,10
6947,07-07-2023,291,1195,3,0,290,COD,Completed,No,7
6948,07-01-2022,2184,294,4,15,400,Debit Card,Completed,No,10
6949,08-10-2023,3880,192,4,0,432,Debit Card,Completed,No,2
6950,26-05-2023,2937,1124,3,5,199,Net Banking,Completed,No,6
6951,15-05-2022,2415,806,1,30,91,UPI,Completed,Yes,9
6952,11-10-2023,2296,31,3,10,144,Debit Card,Completed,No,3
6953,19-12-2022,2814,606,1,20,229,Debit Card,Completed,No,8
6954,28-03-2022,1238,782,1,10,214,UPI,Completed,No,6
6955,08-06-2023,2118,1122,2,10,499,UPI,Completed,No,6
6956,24-10-2024,4842,52,4,5,369,UPI,Completed,No,3
6957,19-03-2022,3044,475,3,25,343,UPI,Completed,No,7
6958,02-09-2023,3088,1367,1,25,347,COD,Completed,No,1
6959,14-10-2024,3559,810,3,15,478,UPI,Completed,No,11
6960,19-03-2024,699,350,4,0,107,Credit Card,Completed,No,7
6961,19-12-2024,2854,1001,3,10,499,Net Banking,Completed,No,4
6962,06-10-2024,3809,758,5,10,357,UPI,Completed,No,3
6963,04-04-2023,4620,1042,3,10,265,Debit Card,Completed,No,2
6964,14-05-2022,1846,230,1,25,337,COD,Completed,No,4
6965,11-02-2023,4015,714,2,30,143,Net Banking,Completed,Yes,11
6966,06-08-2024,3183,610,5,25,462,Credit Card,Completed,No,11
6967,18-06-2024,464,575,2,20,109,Credit Card,Completed,No,2
6968,04-09-2022,3861,1184,2,0,171,Credit Card,Completed,No,4
6969,29-04-2024,451,863,4,10,329,COD,Completed,Yes,11
6970,22-02-2024,1916,1436,2,20,468,Credit Card,Completed,No,9
6971,23-08-2023,924,388,2,30,60,UPI,Completed,No,2
6972,29-07-2022,3623,655,3,5,450,Net Banking,Completed,No,3
6973,21-04-2024,316,2,5,15,108,COD,Completed,No,7
6974,22-02-2024,4767,892,5,5,419,COD,Pending,No,11
6975,23-07-2022,4794,151,3,0,226,Credit Card,Failed,No,3
6976,01-11-2022,1377,1371,1,10,175,Net Banking,Completed,No,10
6977,19-03-2023,2816,753,5,10,57,Credit Card,Completed,No,4
6978,20-09-2024,1263,1442,5,20,114,COD,Completed,No,5
6979,11-08-2023,1128,1192,5,10,493,Credit Card,Completed,No,4
6980,11-04-2022,2926,628,4,10,406,UPI,Completed,No,2
6981,20-09-2024,1053,947,5,30,263,Net Banking,Completed,No,1
6982,09-09-2024,4185,1034,1,10,395,Net Banking,Completed,No,2
6983,30-06-2023,2423,679,5,30,71,COD,Completed,No,10
6984,24-05-2023,3469,900,1,15,270,Debit Card,Completed,No,2
6985,23-04-2023,4460,1362,5,15,488,UPI,Completed,No,3
6986,23-12-2022,4022,111,1,25,68,Credit Card,Completed,No,5
6987,23-10-2023,4410,180,3,30,156,COD,Completed,No,2
6988,13-06-2024,548,977,5,0,338,UPI,Completed,No,9
6989,10-01-2023,4892,1435,1,0,189,Debit Card,Completed,No,5
6990,08-03-2023,3524,181,4,25,370,Net Banking,Completed,No,2
6991,21-11-2024,1530,367,4,15,444,UPI,Completed,No,11
6992,16-08-2023,107,174,3,30,51,COD,Completed,No,5
6993,22-08-2022,857,86,2,30,369,Net Banking,Completed,No,1
6994,02-07-2024,2985,548,4,15,134,Debit Card,Completed,No,7
6995,31-01-2022,4387,947,5,5,86,Net Banking,Completed,No,7
6996,18-05-2022,4713,1087,3,0,134,COD,Completed,No,11
6997,25-06-2023,1251,431,1,20,235,Net Banking,Completed,No,1
6998,05-12-2022,1612,658,1,15,422,UPI,Completed,No,11
6999,01-06-2024,1791,1398,1,25,145,UPI,Completed,No,2
7000,13-10-2022,868,264,1,30,117,Debit Card,Completed,No,5
7001,23-02-2022,2770,169,5,15,229,Credit Card,Completed,No,7
7002,15-03-2023,4254,317,4,10,95,COD,Completed,No,1
7003,14-08-2024,328,404,1,0,160,Debit Card,Pending,No,5
7004,15-04-2022,3817,213,5,15,66,Debit Card,Pending,Yes,9
7005,21-11-2024,3149,634,3,25,80,UPI,Completed,No,7
7006,01-08-2024,3382,962,5,0,99,Credit Card,Completed,No,1
7007,18-12-2022,2375,1385,3,25,218,UPI,Completed,No,2
7008,05-08-2022,2556,672,4,30,96,Net Banking,Completed,No,9
7009,02-07-2022,4966,123,1,10,89,UPI,Completed,No,8
7010,21-04-2024,1131,1046,2,25,360,UPI,Completed,No,3
7011,23-04-2022,4337,1242,3,0,239,Debit Card,Pending,No,3
7012,21-11-2022,2483,553,2,0,240,COD,Completed,No,4
7013,26-02-2022,3100,877,5,0,435,Credit Card,Completed,Yes,3
7014,16-06-2023,2752,394,5,0,85,Net Banking,Completed,No,4
7015,14-07-2022,3321,557,2,20,126,Net Banking,Completed,No,6
7016,21-06-2022,1557,261,4,25,298,COD,Completed,No,1
7017,27-04-2023,3544,524,1,0,261,Net Banking,Completed,No,3
7018,27-01-2024,4509,233,5,20,376,COD,Completed,No,9
7019,16-11-2024,569,288,2,15,352,COD,Completed,No,5
7020,30-10-2024,1655,376,2,30,323,Debit Card,Completed,No,7
7021,07-07-2024,3237,936,3,30,433,Net Banking,Completed,No,10
7022,28-10-2022,3120,714,2,15,163,UPI,Completed,No,6
7023,18-08-2022,3734,832,2,20,297,Debit Card,Completed,No,7
7024,21-06-2022,3230,87,3,30,414,COD,Completed,No,6
7025,29-06-2024,151,897,3,15,440,Credit Card,Completed,No,11
7026,15-02-2022,2273,693,5,5,80,UPI,Completed,No,6
7027,28-10-2024,4352,170,4,25,378,Debit Card,Completed,No,8
7028,17-08-2023,2109,1253,5,10,480,UPI,Completed,No,6
7029,06-11-2024,1796,1235,4,10,404,COD,Completed,No,5
7030,04-03-2022,2428,493,1,10,195,Credit Card,Completed,Yes,8
7031,25-05-2022,3515,22,3,10,421,UPI,Completed,No,3
7032,28-03-2024,349,1326,5,15,435,COD,Completed,No,11
7033,17-06-2023,2079,32,3,10,416,COD,Pending,No,7
7034,15-09-2023,397,1335,3,0,389,Net Banking,Completed,Yes,7
7035,31-12-2024,2977,345,4,20,389,UPI,Completed,Yes,8
7036,11-10-2022,2610,1161,2,15,377,Credit Card,Completed,No,8
7037,26-11-2022,1159,484,2,30,427,COD,Completed,No,2
7038,04-09-2022,146,577,3,30,127,UPI,Completed,No,11
7039,13-07-2024,2227,1452,5,25,316,Net Banking,Completed,No,6
7040,31-12-2023,264,1006,5,30,84,Credit Card,Completed,No,2
7041,04-12-2024,4300,316,4,10,459,Credit Card,Completed,No,3
7042,16-11-2024,3102,767,1,15,45,UPI,Completed,No,1
7043,23-04-2023,2107,925,5,10,71,Debit Card,Completed,No,2
7044,20-06-2024,3081,1087,1,25,324,Net Banking,Completed,No,10
7045,04-11-2024,988,588,3,5,187,Credit Card,Completed,No,3
7046,05-02-2024,1348,282,4,30,198,UPI,Completed,No,9
7047,15-06-2024,1361,35,4,5,267,COD,Completed,No,4
7048,24-01-2022,2839,375,3,15,131,Net Banking,Completed,No,3
7049,20-12-2022,1727,1287,3,5,226,UPI,Completed,No,10
7050,07-05-2022,2290,53,1,0,277,Debit Card,Completed,No,9
7051,22-02-2022,908,809,5,0,94,Credit Card,Completed,No,10
7052,16-06-2023,1184,516,5,20,144,UPI,Completed,No,11
7053,06-04-2022,2825,514,2,25,461,UPI,Completed,Yes,4
7054,07-05-2024,1259,291,1,5,324,Credit Card,Completed,No,1
7055,29-08-2024,199,929,4,30,310,Debit Card,Completed,No,10
7056,18-10-2023,1057,485,1,15,407,Debit Card,Completed,No,7
7057,27-08-2024,2456,1458,1,30,303,Net Banking,Completed,No,3
7058,11-07-2022,3366,653,3,15,173,Debit Card,Completed,Yes,1
7059,04-01-2023,1261,1139,3,5,364,UPI,Completed,Yes,6
7060,22-01-2023,3979,1139,3,20,251,UPI,Completed,No,9
7061,18-02-2024,2836,775,3,10,499,UPI,Completed,No,3
7062,24-06-2022,1314,124,3,25,472,Net Banking,Pending,No,7
7063,06-09-2023,1903,1319,1,10,150,COD,Completed,No,4
7064,05-04-2024,3976,1411,3,10,439,Credit Card,Completed,No,8
7065,07-07-2022,578,273,5,20,119,Credit Card,Completed,No,11
7066,22-06-2022,4431,665,5,5,74,COD,Completed,No,3
7067,20-11-2022,1021,1406,2,15,115,Debit Card,Completed,No,1
7068,12-11-2024,3654,1246,5,30,166,Debit Card,Completed,No,10
7069,20-10-2024,3845,1166,2,20,123,UPI,Completed,No,5
7070,08-07-2023,3574,1245,5,30,121,UPI,Completed,No,4
7071,05-12-2022,2294,199,4,20,316,Net Banking,Completed,No,7
7072,17-05-2024,611,83,2,25,299,UPI,Completed,Yes,9
7073,30-10-2024,329,929,1,30,103,Credit Card,Completed,No,5
7074,05-11-2022,547,1237,3,0,324,UPI,Completed,No,6
7075,06-08-2024,339,1331,2,0,328,COD,Pending,No,9
7076,14-03-2024,3182,378,5,5,344,UPI,Completed,No,8
7077,04-09-2024,3042,1297,1,15,314,COD,Completed,No,9
7078,13-04-2022,807,983,5,10,240,COD,Failed,No,6
7079,02-07-2023,1034,1085,1,10,218,Net Banking,Pending,No,6
7080,30-03-2022,3274,347,5,10,218,UPI,Completed,No,10
7081,28-12-2023,3988,31,3,10,122,Debit Card,Pending,No,3
7082,15-04-2023,3334,1384,4,5,187,Debit Card,Completed,No,10
7083,30-08-2022,2741,552,5,5,490,COD,Completed,No,11
7084,14-06-2023,4526,1345,5,0,489,Credit Card,Completed,Yes,11
7085,01-07-2022,4902,276,2,10,227,Debit Card,Completed,No,5
7086,17-05-2024,1697,745,3,10,365,COD,Completed,No,2
7087,19-08-2022,3651,418,1,15,413,Debit Card,Completed,No,5
7088,28-12-2023,2083,833,2,10,79,Credit Card,Completed,No,11
7089,24-05-2024,1999,1264,3,25,54,COD,Completed,No,4
7090,01-04-2022,4653,1174,3,5,245,UPI,Failed,Yes,9
7091,09-10-2024,1686,1086,2,0,353,UPI,Completed,No,2
7092,24-05-2023,4587,733,1,20,55,COD,Completed,No,7
7093,29-12-2022,1604,429,4,30,377,Credit Card,Completed,Yes,9
7094,25-09-2024,4350,251,2,25,203,Credit Card,Completed,No,10
7095,05-08-2023,4113,11,5,10,416,COD,Completed,No,10
7096,05-04-2023,261,417,4,10,57,COD,Completed,No,10
7097,14-11-2023,3797,550,1,30,103,Net Banking,Completed,No,9
7098,12-02-2024,2776,577,1,20,177,Debit Card,Completed,Yes,11
